placenm,hhs,white_hhs,black_hhs,hispanic_hhs,asian_hhs,other_hhs,ho_rate,white_ho_rate,black_ho_rate,hispanic_ho_rate,asian_ho_rate,other_ho_rate,mean_hv,white_mean_hv,black_mean_hv,hispanic_mean_hv,asian_mean_hv,other_mean_hv,hw,white_hw,black_hw,hispanic_hw,asian_hw,other_hw
"Prescott Valley, AZ",18912.44,16330.552,231.84,1747.08,127.328,475.64,0.718383033,0.732380877,0.28968254,0.735123749,0.712427746,0.386847195,323197.9795,329292.5199,343636.3636,258123.6133,467415.7303,305073.8636,4286898000,3843173000,22680000,325752000,41600000,53693000
"Princeton, NJ",4435.5352,2833.36,269.7256,339.6608,927.9896,64.7992,0.696045699,0.753021148,0.34560457,0.424143145,0.713495065,0.838837517,562062.6075,528705.4418,253222.2222,437173.913,733118.4,658823.5294,1633916000,1058997000,22790000,60330000,458199000,33600000
"Princeton, IL",2964.429,2769.0312,69.7125,92.2233,14.3988,19.0632,0.740465196,0.759063278,0.239272727,0.587685542,0.725352113,0.622340426,153129.7041,155522.1053,118000,83357.14286,130000,131111.1111,258789200,251168200,1770000,3501000,1170000,1180000
"Princeton, IN",3486.7602,3329.2908,46.6092,35.2836,56.991,18.5856,0.779748891,0.792424441,0.591900312,0.333333333,0.485350318,0.73046875,189552.4213,186797.627,96269.23077,125000,519444.4444,260000,469710900,448687900,2503000,1375000,14025000,3120000
"Prineville, OR",3979.4496,3160.5476,34.104,489.5548,35.2408,260.0024,0.69784525,0.755542995,0.121428571,0.486316139,0.788018433,0.458151156,313746.2091,330564.5086,180000,160102.6786,423260.8696,279703.7037,786248000,709722000,720000,35863000,9735000,30208000
"Prospect Heights, IL",6214.8996,4043.6046,39.711,1137.528,855.708,138.348,0.695440679,0.809985427,0.712903226,0.439301802,0.460479042,0.901851852,331692.2332,340420.3781,293333.3333,286904.9587,347672.8232,244934.4262,1370884000,1062452000,7920000,138862000,131768000,29882000
"Prosper, TX",5786.8965,3437.9448,443.016,530.2128,1170.3006,205.4223,0.673501937,0.674652281,0.474801587,0.548740053,0.788493315,0.749679076,436146.1433,439528.9991,350955.2239,453018.5185,463426.2014,310244.898,1583210500,939713000,70542000,122315000,405034500,45606000
"Providence, RI",62102,23512,8571,25108,3132,1779,0.380374223,0.430758761,0.431338234,0.306874303,0.408365262,0.456998314,328304.1021,426193.6414,221720.0433,258851.0448,347316.6536,221827.7983,7755199500,4316489200,819699000,1994447300,444218000,180346000
"Pueblo, CO",44447.8965,24700.5784,793.6241,17228.6393,504.5838,1220.4709,0.665108514,0.716296635,0.724844167,0.609171828,0.452380952,0.467863347,227978.1901,248407.2159,258834.7902,182548.4895,531718.0617,280238.9381,6678393100,4347871500,148053500,1903433100,120700000,158335000
"Pulaski, VA",3489.93,3177.198,101.643,76.602,103.989,30.498,0.600774514,0.627114835,0.285499247,0.619174434,0.15644924,0.376254181,229333.5631,229469.0676,138888.8889,223372.093,519214.2857,83636.36364,432523100,410979100,3750000,9605000,7269000,920000
"Pullman, WA",12141.36,9408.824,53.728,1352.544,663.132,663.132,0.576094276,0.619980138,0.5,0.534110535,0.177454866,0.443857332,272249.5265,283701.4062,456000,117330.5204,472649.5726,334166.5505,1839862300,1593834500,11400000,83422000,55300000,95905800
"Purcellville, VA",3745.711,2726.4765,239.3685,258.664,447.745,73.457,0.854807272,0.872749132,0.656707127,0.638248848,0.984858569,0.804259635,625788.7656,638714.4803,438141.8919,483385.6209,685575.9036,556759.2593,1860470000,1407088000,64845000,73958000,284514000,30065000
"Puyallup, WA",15357.5226,12021.3639,624.1788,1126.6605,766.3068,819.0126,0.649809124,0.65494224,0.685009488,0.536136662,0.738021638,0.621475054,382968.199,389906.8235,396151.6588,316464.6465,345690.5188,385150.6024,3757301000,3017099000,167176000,187980000,193241000,191805000
"Queen Creek, AZ",11627.4288,9077.1048,559.1856,1136.5296,615.756,238.8528,0.821767509,0.842194353,0.612406328,0.746210569,0.893383743,0.710526316,406017.1661,412955.5972,312288.2353,347880.7229,340439.9261,792575.7576,3793824400,3083952400,106178000,288741000,184178000,130775000
"Quincy, FL",2986.2985,2071.3065,747.3735,104.3725,6.5985,56.6475,0.757083895,0.778245277,0.716475096,0.566202783,0.465408805,0.904761905,179510.7487,204384.5566,122623.4914,84616,20000,159155.5556,335685100,267335000,56897300,4230800,60000,7162000
"Quincy, MA",40084.8576,27267.0792,2824.4136,1250.1376,7421.1448,1322.0824,0.537941948,0.548614066,0.515201315,0.440594059,0.579902012,0.22293739,611907.0071,657347.4485,514369.4004,417629.562,512704.0936,602047.7816,13107660000,9764239000,746350000,228861000,2191810000,176400000
"Radcliff, KY",8525.9153,7119.3913,718.1027,361.6585,180.7624,146.0004,0.671784096,0.705553156,0.580152672,0.398521257,0.283284024,0.633699634,168048.4176,164929.3629,150532.0197,279814.8148,159400,253120.4545,923930200,794794600,61116000,37775000,7970000,22274600
"Radford, VA",6302.403,5737.6458,183.5553,138.3342,187.7919,55.0758,0.600774514,0.627114835,0.285499247,0.619174434,0.15644924,0.376254181,230676.332,230839.6694,138400,222962.963,513222.2222,83500,822591800,782084800,6920000,18060000,13857000,1670000
"Rahway, NJ",10835.3835,5024.1545,2739.346,2276.113,596.037,199.733,0.646312103,0.713379137,0.595709888,0.601643899,0.442528736,0.770448549,330517.4236,346726.0696,323267.8283,307594.1308,291038.4615,303642.3841,2270654700,1215621600,519491400,414021700,75670000,45850000
"Raleigh, NC",183437.948,111917.2204,44786.5497,14511.6902,7960.3075,4262.1802,0.544857208,0.656999665,0.361291535,0.340283705,0.469447945,0.36644835,349035.2742,378438.0727,245065.7425,222927.3987,365413.8024,405141.844,34611384900,27596082700,3942372600,1094350600,1350204000,628375000
"Rancho Cordova, CA",23759.3909,12675.2199,3135.3538,3622.0757,2962.9853,1363.7562,0.570149768,0.668602775,0.340663436,0.433134377,0.662788405,0.345329906,372818.953,365479.6513,306426.9557,321098.646,435118.0412,569075.2688,4992418600,3060526600,325119000,498024000,844129000,264620000
"Rancho Cucamonga, CA",59492.0502,24389.5608,6066.3933,19661.0337,6959.304,2415.7584,0.643735924,0.774475238,0.432668535,0.538981844,0.717385057,0.494205298,531001.1263,534646.6017,518708.8123,491398.3632,610285.0202,521273.2657,20130783700,9982386700,1353830000,5163614000,3014808000,616145000
"Rancho Mirage, CA",8228.5308,5502.2436,222.066,2039.0652,324.558,140.598,0.66102967,0.732148827,0.323076923,0.512823818,0.666396761,0.548598131,484274.9448,512005.4306,672738.4615,368528.4422,464087.8049,564689.1892,2414110600,1866771800,43728000,366685800,95138000,41787000
"Rancho Palos Verdes, CA",16613.992,9128.916,347.0744,2212.8328,3744.2192,1180.9496,0.683764336,0.744464907,0.110871905,0.54296809,0.733186989,0.490034799,1380403.811,1460025.52,375000,1247514.694,1238148.464,1466498.246,15428773400,9748590400,14250000,1485790000,3344239000,835904000
"Rancho Santa Margarita, CA",17255.6659,12748.2046,252.4354,1701.9868,2016.3785,536.6606,0.795555337,0.800516804,0.611086638,0.670485694,0.883769689,0.829673727,933698.1143,979217.8919,954596.0265,687126.2399,875747.5673,746123.0068,12527427600,9763781600,144144000,762023000,1529931000,327548000
"Rantoul, IL",5265.666,3664.2956,712.8436,253.1564,543.7936,91.5768,0.513813979,0.619676971,0.234619207,0.243703892,0.306845097,0.426863572,187745.6956,189150.4169,124291.1392,65578.94737,211818.75,465405.4054,460164700,385677700,19638000,3738000,33891000,17220000
"Ravenna, OH",4429.9794,4022.9112,177.4344,41.6724,59.169,128.7924,0.685114473,0.726340865,0.26391162,0.554006969,0.035582822,0.31848929,173855.6697,175095.1803,199477.2727,37500,275000,126666.6667,490620700,475908700,8777000,825000,550000,4560000
"Raytown, MO",12090.2943,8789.4215,2180.5738,652.2477,129.2124,338.8389,0.618062267,0.671080412,0.463647825,0.507903056,0.370567376,0.542934415,145420.1669,137241.1101,209632.7968,129676.9231,81933.33333,97077.77778,1062876000,791195000,208375000,42145000,3687000,17474000
"Reading, OH",4540.3012,3155.7012,1037.2632,96.922,117.8888,132.526,0.655898754,0.725993481,0.416666667,0.902040816,0.588087248,0.739552239,242500.3895,265272.4249,174024.0964,108372.093,266358.4615,125301.0753,684821100,574314800,72220000,9320000,17313300,11653000
"Reading, PA",31906.253,17848.7807,2594.9014,10780.061,352.7231,329.7868,0.518690499,0.661758066,0.214285714,0.343645773,0.782073814,0.610902256,167456.9333,177120.8824,100912.8857,143047.5027,265656.9343,100000,2750982500,2075502500,55603000,526987000,72790000,20100000
"Red Oak, TX",4425.48,2829.744,577.08,901.656,12.456,104.544,0.768518669,0.81695588,0.640798503,0.745508265,0.867052023,0.349173554,249343.0824,270111.1485,275099.4318,163892.9134,217500,319062.5,774958300,562101300,96835000,104072000,1740000,10210000
"Redding, CA",36873.2694,31556.3259,253.55,2215.0128,888.4392,1959.9415,0.626908161,0.644715486,0.028,0.548534799,0.795091324,0.430012937,299380.4451,299206.3301,195000,316799.8332,372447.7825,217767.4699,6820485300,5998189300,1365000,379843000,260341000,180747000
"Redlands, CA",24600.0768,15552.576,1076.2752,6227.0208,1351.8336,392.3712,0.655674831,0.714780934,0.366883117,0.528058361,0.802067947,0.625954198,418844.86,417678.1808,342130.102,368302.8256,595340.803,494609.0535,6673874000,4582765000,134115000,1199194000,637610000,120190000
"Redmond, WA",25030.36,17123.645,277.685,1306.265,5639.02,683.745,0.567052771,0.613642131,0.102418208,0.448745086,0.500140095,0.366839977,804820.9835,803761.6927,970000,1055070.69,763317.0381,710421.0526,11276346800,8338223800,27160000,611941000,2123548000,175474000
"Redondo Beach, CA",26680.9805,19702.625,458.358,2316.932,3023.3255,1179.74,0.531993549,0.532932515,0.234177215,0.398372287,0.709899248,0.43852459,1581089.82,1651285.343,803773.5849,1073247.253,1565201.602,1287816.406,22179528000,17135388000,85200000,976655000,3322923000,659362000
"Redwood City, CA",31311.8291,19564.8965,762.1711,4625.2086,5434.6913,924.8616,0.556281489,0.635061755,0.195340915,0.298623288,0.562897547,0.436844605,1751986.277,1869022.185,1253945.775,1166020.059,1605804.384,1451062.972,29925677600,22755345100,178060300,1581123200,4835077000,576072000
"Reno, NV",106127.0516,74292.4063,1759.3172,20263.3454,6451.7735,3360.2092,0.488477312,0.548072179,0.456310039,0.280956826,0.434968897,0.541875726,464812.8492,508476.1551,425456.25,276340.6962,321676.3441,317696.5708,23911367400,20535318000,340365000,1563812000,897477000,574395400
"Rensselaer, NY",3875.031,3426.4486,177.8191,140.5943,69.6198,60.5492,0.605806354,0.642159728,0.227227559,0.463343109,0.468697124,0.148832685,218117.1429,220664.4964,212567.5676,176606.5574,155771.4286,152500,458046000,433826400,7865000,10773000,4361600,1220000
"Renton, WA",38464.9782,19292.4682,5158.2026,3893.441,7861.7692,2259.0972,0.589331747,0.66552852,0.418470224,0.353517364,0.658317164,0.495089012,510867.5282,486636.492,500062.8199,599605.5515,568597.5871,433562.4438,11503715000,6203642000,1074635000,820860000,2922023000,482555000
"Revere, MA",18926.763,10529.001,629.068,6510.065,711.399,547.23,0.469849704,0.561642553,0.312695925,0.337750852,0.717255717,0.134234234,494160.9659,510234.3429,548520.6186,439218.5066,549446.6403,322739.726,4348616500,2981809500,106413000,958814000,278020000,23560000
"Reynoldsburg, OH",16168.3157,8365.0471,6292.327,409.139,349.8314,751.9712,0.498296121,0.666070225,0.2954739,0.272777711,0.933036314,0.24957392,164304.9216,173546.2938,138822.8883,241898.1481,157155.7632,119942.8571,1268598300,915456700,254740000,26125000,50447000,21829600
"Rialto, CA",23798.0974,3368.1295,4520.9101,14638.1562,1023.4297,247.4719,0.638847091,0.744860285,0.636490272,0.605281039,0.797489754,0.568432214,398680.4035,379859.6918,371754.6154,417226.8061,352422.3602,387266.1871,5987382300,936734000,1063218200,3649900100,283700000,53830000
"Richardson, TX",43795.4098,25086.6631,5532.0859,7882.2841,4510.8884,783.4883,0.506419079,0.645670037,0.144081873,0.331388106,0.500678602,0.400070556,391359.7964,417504.6429,326596.9191,317563.8173,324992.3042,298485.2459,8495247100,6618283600,254419000,813598500,717908000,91038000
"Richfield, MN",15487.5231,11984.517,1095.9741,1099.8468,731.6424,575.5428,0.626555618,0.712204822,0.202772493,0.325568797,0.436074919,0.467391304,288543.0984,292000.2845,231840.9091,283371.1048,276075.9494,247625.4682,2767705400,2463314400,51005000,100030000,87240000,66116000
"Richfield, WI",4716.4418,4389.4284,38.85,101.6834,67.3918,119.0882,0.751699597,0.764108192,0.593333333,0.444218034,0.797847809,0.582427142,316488.6432,317888.2296,235714.2857,261204.5455,330519.2308,302089.5522,1045045500,991175500,4950000,11493000,17187000,20240000
"Richland, WA",18892.2146,13151.743,326.9912,4514.7006,463.1107,435.6691,0.648934689,0.725737379,0.162892457,0.45209875,0.728608732,0.650311211,297298.2993,311181.7997,168269.2308,232021.34,341939.2097,275865.4545,3566093100,2901459100,8750000,467523000,112498000,75863000
"Richland Hills, TX",3238.4203,1812.4799,535.4027,633.1382,137.7102,119.6893,0.539179612,0.683032678,0.210612871,0.452531059,0.542199488,0.285434036,235573.2039,240665.1571,222941.1765,225646.6165,227951.5625,200322.5806,363960600,260399700,22740000,60022000,14588900,6210000
"Richmond, CA",37398.9352,9642.0668,7714.8382,12617.749,6135.2216,1289.0596,0.469330416,0.614942659,0.275936234,0.375805368,0.661987988,0.536108183,579465.3385,654409.0674,590130.7034,533402.1299,540432.3714,454281.5249,10005628000,3796227000,1241635000,2504323000,2153623000,309820000
"Richmond, IN",14369.9934,13207.9758,533.6304,183.5913,116.2641,328.5318,0.673528263,0.695426441,0.636098131,0.55008489,0.297587131,0.05597723,146133.8517,148294.4791,93323.44214,106161.6162,275000,28529.41176,1381403300,1329608300,31450000,10510000,9350000,485000
"Richmond, TX",4341.987,1962.038,484.9845,1336.0555,477.2495,81.6595,0.733725251,0.781707592,0.749373434,0.591762468,0.915026627,0.751014885,269063.6156,289664.8427,222524.0793,203412.0104,360299.0431,243433.3333,823065600,423490000,78551000,155813600,150605000,14606000
"Richmond, VA",89878,45754,36096,3344,1644,3040,0.445325886,0.544236569,0.352947695,0.287978469,0.22080292,0.348026316,349340.2623,419320.3084,217259.6546,182015.5763,208553.719,493360.1134,13982344000,10441495000,2767888000,175281000,75705000,521975000
"Richmond Heights, OH",4739.3724,3425.3268,901.8709,130.1013,226.4227,55.6507,0.701308553,0.818311029,0.325554356,0.386298215,0.566324843,0.874831763,304582.978,299402.2162,238328.4133,463500,547344.8276,209340.9091,928673500,770062500,64587000,21321000,63492000,9211000
"Richmond Hill, GA",3681.0774,1860.3156,1181.1228,389.2746,76.1904,174.174,0.607836282,0.673600221,0.543730931,0.606347807,0.492117117,0.39408867,181596.1371,190806.6957,174859.2593,155239.1304,188941.1765,169246.0317,376085600,219427700,103866400,35705000,6424000,10662500
"Ridgecrest, CA",10086.492,6791.7096,557.973,2111.4054,208.221,417.183,0.59788422,0.636641355,0.435590969,0.476591563,0.706049822,0.743872114,230352.584,222519.8808,233214.2857,233935.9551,426116.4384,230639.3443,1350557200,933470900,55505000,229023300,62213000,70345000
"Ridgefield, NJ",4932.84,2192.3464,66.0136,1099.3648,1479.6096,95.5056,0.505372645,0.589171857,0.077111383,0.430471851,0.469801223,0.291032149,489891.2671,483522.0283,350000,435050.885,548880,290153.8462,1144386000,581677000,1750000,196643000,356772000,7544000
"Ridgefield Park, NJ",5689.86,2528.7956,76.1444,1268.0792,1706.6784,110.1624,0.505372645,0.589171857,0.077111383,0.430471851,0.469801223,0.291032149,492497.4246,485002.1413,350000,435723.2824,554457.7836,292400,1338608000,679488000,1750000,228319000,420279000,8772000
"Ridley Park, PA",2641.119,1629.5456,858.924,80.253,37.4032,34.9932,0.621188065,0.711044723,0.467396184,0.561561562,0.551546392,0.422865014,166959.8118,179506.5903,115029.3478,210902.439,335789.4737,241153.8462,248436200,187943400,42330800,8647000,6380000,3135000
"Rifle, CO",3718.0606,3029.453,13.71,537.7062,79.7008,57.4906,0.673295804,0.733112083,0.226666667,0.446200918,0.254587156,0.33227345,567588.785,584458.9928,180000,433095.6522,548684.2105,407647.0588,1336104000,1218597000,540000,99612000,10425000,6930000
"Rio Rancho, NM",35375.3036,19527.7628,836.3537,10775.6103,713.4582,3522.1186,0.828532262,0.856919309,0.361397935,0.848837926,0.36405959,0.814032441,373750.3837,277889.2386,264453.6424,218921.7593,178391.4729,1469322.368,10860812400,4617129700,79865000,1986058200,46025000,4131734500
"Rio Vista, CA",2705.7248,1630.728,155.8024,608.8392,201.4696,108.8856,0.660445881,0.700766284,0.391177543,0.624871723,0.606427967,0.740740741,492938.2846,494173.4252,685892.8571,474944.7592,446009.009,486095.8904,793137700,502080200,38410000,167655500,49507000,35485000
"Ripon, CA",4760.6436,2937.5577,101.0061,1299.897,287.0424,135.1404,0.603370498,0.676721448,0.477960242,0.375083949,0.865571776,0.741602067,452310.2891,457000.7096,489021.7391,327475.7709,649611.8143,448404.2553,1204502300,837225300,22495000,148674000,153958000,42150000
"River Edge, NJ",3852.9,2075.1,216.9,806.6,718.5,35.8,0.730255132,0.776107176,0.486399262,0.592486982,0.824356298,0.765363128,538701.0097,470370.9677,382754.902,737796.9762,597751.773,316153.8462,1440486500,714493500,39041000,341600000,337132000,8220000
"River Falls, WI",4858.7175,4578.7365,39.663,125.775,17.784,96.759,0.732779483,0.746809082,0.162241888,0.533953488,0.828947368,0.543530834,213770.5944,213311.5526,117000,163830.5085,226785.7143,313608.6957,607749800,579780800,702000,9666000,3175000,14426000
"River Forest, IL",3943.0488,1837.2474,1054.3092,884.4754,118.1262,48.8906,0.708119007,0.832396334,0.574991094,0.606200014,0.675675676,0.830985915,282937.7409,333750.5323,198389.3805,220011.811,359600,347567.5676,733940500,470254500,112090000,111766000,26970000,12860000
"River Grove, IL",3767.1408,2420.3298,138.9648,1031.625,117.507,58.7142,0.625292105,0.690156854,0.05260181,0.559161905,0.404682274,0.910307898,263738.9693,265120.1799,90000,253586.9801,274545.4545,344615.3846,583390600,412527000,630000,140233600,12080000,17920000
"River Oaks, TX",3046.968,2040.696,159.696,696.816,111.528,38.232,0.547744512,0.640193346,0.257889991,0.40628229,0.270497095,0.210922787,295454.1444,309260.6164,297342.8571,238467.1815,283814.8148,135714.2857,441999400,361216400,10407000,61763000,7663000,950000
"River Rouge, MI",3053.6046,2350.9431,283.4298,342.6912,10.9719,65.5686,0.706656913,0.732610457,0.440658322,0.771472393,0.640718563,0.598196393,113264.6208,120633.5423,70162.39316,89850,125000,86621.62162,226982300,192410500,8209000,22282800,875000,3205000
"Riverbank, CA",8135.8074,4959.969,115.878,2443.854,413.385,202.7214,0.612191336,0.686573041,0.437078652,0.447842302,0.816692913,0.456647399,439528.1708,467234.3577,304306.1224,359261.8147,463368.9024,367303.3708,2100065600,1520380600,14911000,380099000,151985000,32690000
"Riverdale, GA",5748.2612,627.2376,4146.5688,527.8592,321.2088,125.3868,0.39523952,0.609228783,0.312612876,0.604102761,0.65942029,0.501210654,177096.3409,182579.8319,193111.2013,123730.5195,121945.5446,275250,382351000,65181000,237913000,38109000,24633000,16515000
"Riverside, CA",88769.3296,31657.887,6784.767,41859.4327,6705.5243,1761.7186,0.539925142,0.637601142,0.336480722,0.502675599,0.58487786,0.282177074,435748.6594,490179.4408,411411.3224,370582.0001,513483.8793,497971.4286,20671916400,9765845000,930201000,7741087400,1990777000,244006000
"Riverside, OH",10034.2476,5247.0504,3920.9994,281.394,111.3912,473.4126,0.484379995,0.581888407,0.408916819,0.283419689,0.465968586,0.152448414,82442.24599,88672.5845,71227.71318,61144.73684,121568.6275,64619.71831,385417500,259722000,110260500,4647000,6200000,4588000
"Riverside, IL",3092.7108,1441.0359,826.9422,693.7339,92.6517,38.3471,0.708119007,0.832396334,0.574991094,0.606200014,0.675675676,0.830985915,281144.5559,330646.5246,199156.7506,220426.0204,356578.9474,349642.8571,560321100,356767600,87031500,86407000,20325000,9790000
"Riviera Beach, FL",14280.5824,9816.8896,2684.1072,1204.5848,377.4616,197.5392,0.660633393,0.762414686,0.35377663,0.514504915,0.521040551,0.929824561,502544.7655,524371.9025,291459.5469,415594.7282,368167.5393,1141044.199,4608335500,3809037500,270183000,252266000,70320000,206529000
"Roanoke, VA",40658.0324,27314.21,9391.7568,1648.9344,2018.6004,284.5308,0.50089084,0.603089542,0.316237277,0.089221014,0.375878653,0.057742782,206424.0225,220275.2521,147849.9322,180547.9452,144576.7196,8000,4176164400,3603923400,436453000,26360000,109300000,128000
"Roanoke Rapids, NC",5835.7968,2214.7392,3329.2824,86.6688,16.6896,188.4168,0.666875721,0.788075093,0.594696803,0.25,0.192982456,0.751359751,131024.6542,167766.2805,99079.85232,30690,37000,151335.9375,483087900,275136700,187855400,613800,111000,19371000
"Robbinsdale, MN",5948.3205,4477.5855,660.33,404.9415,285.9255,119.538,0.677628837,0.742735566,0.114031621,0.657106026,0.932450936,0.812227074,302668.8691,316655.1511,198917.8082,277148.289,227400.7634,183326.3158,1191002000,1026596000,14521000,72890000,59579000,17416000
"Robinson, TX",3999.1144,2967.568,335.82,577.3788,36.3612,81.9864,0.76228717,0.82049948,0.517701149,0.618130766,0.658174098,0.718455744,214548.2908,223658.5863,162540.8805,174770.0599,252954.5455,225140.3509,596229700,493614500,25844000,58373200,5565000,12833000
"Rochester, MI",5013.348,3775.7832,125.9448,162.572,920.724,28.324,0.757681294,0.79482911,0.443006778,0.860620525,0.647450485,0.197260274,332145.0339,315122.5806,454150.9434,333913.0435,403951.6129,475000,1177122000,879192000,24070000,46080000,225405000,2375000
"Rochester, NH",12476.0636,11637.8262,156.5564,205.6054,317.9176,158.158,0.700182933,0.702499527,0.55370844,0.722492697,0.820528967,0.403797468,313604.857,294397.7284,513529.4118,262925.1701,845779.0698,425396.8254,2686025600,2358714600,43650000,38650000,218211000,26800000
"Rochester, NY",87679,37844,31781,14174,1359,2521,0.35561537,0.450692316,0.261602844,0.325172852,0.5334805,0.188813963,135052.9666,154856.2383,112280.611,95641.02842,201193.1034,104092.437,4210951500,2641228000,933501000,440809500,145865000,49548000
"Rochester Hills, MI",27670.3215,20839.7931,695.1309,897.2885,5081.7795,156.3295,0.757681294,0.79482911,0.443006778,0.860620525,0.647450485,0.197260274,332148.336,314805.972,454852.9412,333538.961,406064.2286,475000,6876467000,5144874000,139185000,256825000,1321333000,14250000
"Rock Falls, IL",3703.5117,3498.9843,33.1326,152.8014,15.7275,2.8659,0.747201933,0.743272669,0.719409283,0.849496798,0.746666667,0.414634146,150984.1283,153983.487,112391.3043,94115.70248,208000,520000,367193400,350620400,2585000,11388000,2080000,520000
"Rock Hill, SC",31224.9238,20562.982,8718.5728,1232.9018,408.9572,301.51,0.664688636,0.799866702,0.359720825,0.468208092,0.891420912,0.76,262329.16,277182.6397,196178.8932,161384.6154,357417.1271,204841.4097,5393225200,4515305200,609724000,92312000,129385000,46499000
"Rock Island, IL",16027.3992,12829.2168,1296.6176,1319.6204,270.4812,311.4632,0.639480022,0.684163884,0.270391517,0.735724304,0.318670577,0.206281834,159536.2845,168328.5029,90195.33528,103607.7406,223882.3529,104838.7097,1594724700,1439208700,30937000,99049000,19030000,6500000
"Rockford, IL",59110.6915,38814.3167,10463.126,7686.1437,1358.266,788.8391,0.590796036,0.685227557,0.260413695,0.575007282,0.717032967,0.263008515,145289.499,148078.9793,89271.71904,138641.5776,273059.7938,64053.39806,5034862300,3905435000,241480000,609884300,264868000,13195000
"Rockland, ME",3217.1132,3088.5368,17.1784,26.2908,13.9084,71.1988,0.799260032,0.820025975,0.236040609,0.447761194,0.818181818,0.160440906,261475.4533,262328.3223,100000,218250,262444.4444,158125,562433700,556660700,400000,1746000,2362000,1265000
"Rockledge, FL",10782.8496,8506.3887,1293.6321,757.2348,97.4403,128.1537,0.789145997,0.823414759,0.585670764,0.776740847,0.935843794,0.530222694,246156.9353,243156.9219,213545.9459,325568.9354,288367.8161,171261.5385,2016025300,1635230300,158024000,186551000,25088000,11132000
"Rocklin, CA",23662.7794,17894.6318,507.1066,3005.1512,1801.4696,454.4202,0.744567428,0.797129349,0.238761239,0.465610249,0.827615298,0.754738016,658813.1342,653582.6352,369000,601595.8062,828156.6982,473298.8166,11466642600,9206365000,44280000,832007000,1224015600,159975000
"Rockton, IL",2874.2157,2493.1241,51.5246,238.4203,67.3417,23.805,0.807170596,0.83458168,0.211498973,0.729975594,0.704634721,0.288888889,174453.3521,176355.6836,128333.3333,150963.6364,199590.9091,100000,372109000,336663000,1155000,24909000,8782000,600000
"Rockville, MD",24140.9589,12800.271,2877.3849,2893.9593,4805.1948,764.1489,0.580464291,0.673833288,0.324132965,0.442906574,0.604484047,0.35155897,583115.516,601669.6988,289071.0383,485076.2846,672962.4825,506178.7072,8023669500,5093134000,264500000,613621500,1919289000,133125000
"Rockwall, TX",16353.6482,12469.3206,1484.5406,1845.7621,284.875,269.1499,0.762688481,0.813667434,0.607307338,0.559451784,0.88,0.527519052,274448.5472,283572.859,256862.7672,207992.0635,281500,208676.259,3334275400,2798013400,228351000,209656000,69249000,29006000
"Rocky Mount, NC",22077.8932,10442.782,10515.2044,782.69,77.7032,259.5136,0.62298611,0.729528626,0.507443412,0.710843373,0.359223301,0.831395349,139271.4507,154002.8449,113266.4836,142612.3188,50000,269481.1321,1888381600,1153019300,598160300,78722000,1350000,57130000
"Rocky River, OH",8814.8449,7638.4708,375.3576,287.2951,368.3126,145.4088,0.605744793,0.638216631,0.250750751,0.422756253,0.58110176,0.240310078,197944.7492,198099.2268,147637.3626,139310.3448,254783.6538,162727.2727,1010310000,922350000,13435000,16160000,52995000,5370000
"Rogers, AR",25469.3472,20445.9584,365.296,3022.7296,934.3488,701.0144,0.678051395,0.708165385,0.32733564,0.614535419,0.505952381,0.485755499,245592.1527,254661.4951,315546.2185,177995.6164,204753.2189,262009.009,4156156000,3611100000,37550000,324842000,95415000,87249000
"Rohnert Park, CA",17139.001,13391.07,292.237,2325.62,578.336,551.738,0.644097809,0.687496817,0.487747958,0.395014663,0.66745283,0.699011125,669483.3948,677133.6134,508978.8732,652976.8467,642389.9204,613456.4644,7265233800,6126027800,72275000,592250000,242181000,232500000
"Rolling Hills Estates, CA",3219.628,1769.094,67.2596,428.8252,725.5928,228.8564,0.683764336,0.744464907,0.110871905,0.54296809,0.733186989,0.490034799,1372173.894,1455256.777,375000,1236278.027,1231052.632,1436860,2791001700,1760860700,2625000,275690000,608140000,143686000
"Rolling Meadows, IL",8393.9888,5900.7781,331.0534,972.657,1018.7971,170.7032,0.694510493,0.794015013,0.091198278,0.324266005,0.702842205,0.484830981,403908.4884,392491.7305,364827.5862,258122.5166,492918.6047,836275,2236441300,1741878300,10580000,77953000,339128000,66902000
"Rome, GA",13525.2709,10328.0242,1968.2907,794.0276,55.1287,379.7997,0.655056306,0.733933921,0.425550758,0.330680571,0.893280632,0.343086632,161194.8694,168458.408,100963.4592,112926.07,169574.4681,223593.75,1388693800,1240190800,82891000,29022000,7970000,28620000
"Rome, NY",12934.5174,10881.6243,589.7022,629.6577,429.8802,403.653,0.638437411,0.689381814,0.241487144,0.550602018,0.460438513,0.171573604,167245.5851,160347.5464,148788.3212,268314.5401,292827.2251,87626.86567,1339135400,1166528400,20384000,90422000,55930000,5871000
"Romeoville, IL",12917.1498,8678.6055,1360.8909,1806.6183,893.2842,177.7509,0.858500371,0.875920285,0.645325059,0.902616895,0.915788279,0.903797955,267836.4342,264855.2506,271255.3066,228593.8287,372841.4322,262258.0645,2864778500,1939535000,230024500,363007000,291562000,40650000
"Roscoe, IL",4036.9419,3501.6847,72.3682,334.8701,94.5839,33.435,0.807170596,0.83458168,0.211498973,0.729975594,0.704634721,0.288888889,173404.2829,175261.5161,131785.7143,150096.6387,199500,100000,534432000,483196000,1845000,35723000,12768000,900000
